,0
1791,6426.7383
1792,6808.655
1793,10368.869
1794,8526.896
1795,4801.802
1796,5058.7524
1797,2209.266
1798,22926.979
1799,5687.5024
1800,11120.959
1801,5713.907
1802,25383.936
1803,5065.262
1804,12488.532
1805,18043.709
1806,3805.8342
1807,5444.0195
1808,11126.207
1809,5067.0757
1810,5838.4053
1811,5651.295
1812,5199.046
1813,2360.0532
1814,6261.297
1815,27093.793
1816,3511.4111
1817,34082.555
1818,13718.611
1819,7267.46
1820,5390.2363
1821,6396.2183
1822,10564.427
1823,10746.572
1824,9638.254
1825,8387.026
1826,8123.722
1827,8429.165
1828,10850.259
1829,9296.76
1830,5120.7
1831,4020.556
1832,11873.599
1833,4088.4844
1834,2964.2668
1835,6368.461
1836,7395.647
1837,3098.8064
1838,15456.589
1839,6963.37
1840,12594.436
1841,25438.877
1842,7807.5806
1843,5097.3
1844,8091.247
1845,1452.3135
1846,6968.0317
1847,5722.6895
1848,3868.8496
1849,2069.82
1850,4900.266
1851,3828.5737
1852,7022.718
1853,6374.214
1854,13515.567
1855,7820.215
1856,16495.69
1857,22798.748
1858,12120.075
1859,5221.2466
1860,5701.0454
1861,2366.9954
1862,4725.897
1863,6948.193
1864,11898.747
1865,4347.3413
1866,4826.837
1867,4421.5366
1868,15116.964
1869,15411.829
1870,8597.527
1871,19041.248
1872,12014.236
1873,5166.982
1874,8034.0986
1875,4628.503
1876,3524.1929
1877,5150.003
1878,4168.454
1879,5724.0737
1880,4430.302
1881,9652.553
1882,6880.07
1883,7401.625
1884,7229.678
1885,3528.0134
1886,17475.43
1887,17517.016
1888,9339.045
1889,4577.9683
1890,6459.45
1891,12542.181
1892,4602.3203
1893,4108.895
1894,13768.174
1895,7871.02
1896,3240.933
1897,8353.811
1898,5257.3574
1899,15132.623
1900,983.98413
1901,3745.9148
1902,19274.264
1903,10282.783
1904,1610.5885
1905,8616.926
1906,3884.0435
1907,17669.096
1908,11570.009
1909,8104.698
1910,19738.562
1911,9037.02
1912,9348.518
1913,8104.796
1914,20891.49
1915,26672.262
1916,1654.6431
1917,3138.4587
1918,20485.05
1919,7856.995
1920,12248.349
1921,20694.895
1922,4857.847
1923,2043.7124
1924,17447.787
1925,5865.9937
1926,9965.828
1927,10819.778
1928,12600.294
1929,13299.203
1930,18354.521
1931,4378.412
1932,3875.7104
1933,6389.084
1934,14769.28
1935,23982.346
1936,6447.125
1937,7211.2583
1938,917.49835
1939,11484.818
1940,14404.279
1941,12330.929
1942,4676.4614
1943,5924.5913
1944,7490.144
1945,342.87006
1946,5661.9644
1947,9312.078
1948,4145.8774
1949,4989.804
1950,5125.964
1951,35522.06
1952,9090.926
1953,6251.4575
1954,4249.5156
1955,8598.223
1956,6362.0923
1957,7284.9185
1958,5048.145
1959,3989.8218
1960,1383.9318
1961,3329.601
1962,4348.7725
1963,4680.312
1964,4037.7175
1965,15623.309
1966,5887.123
1967,4855.551
1968,4925.194
1969,8273.119
1970,8048.2554
1971,13367.285
1972,23382.117
1973,5157.231
1974,10598.79
1975,5404.565
1976,2842.9075
1977,3034.5618
1978,9428.965
1979,1860.3862
1980,4474.9014
1981,22130.129
1982,8684.371
1983,1365.968
1984,6291.7847
1985,8849.784
1986,2674.5552
1987,14053.738
1988,6057.5933
1989,7548.357
1990,3254.0789
1991,10650.123
1992,6390.317
1993,4326.599
1994,8184.7407
1995,5796.383
1996,7521.416
1997,6014.68
1998,17631.906
1999,4879.763
2000,11349.7
2001,5545.7695
2002,22806.826
2003,1583.4813
2004,11488.685
2005,12268.46
2006,4675.393
2007,6029.08
2008,11391.013
2009,3950.0444
2010,7253.22
2011,8464.305
2012,5616.5293
2013,5727.3223
2014,7390.7285
2015,5935.8306
2016,1381.7013
2017,8051.141
2018,20771.156
2019,2843.1704
2020,4352.6113
2021,6986.6206
2022,10368.137
2023,3333.219
2024,7038.1
2025,19713.244
2026,18747.996
2027,14686.833
2028,6703.802
2029,4696.322
2030,7370.105
2031,14443.541
2032,13325.107
2033,5442.3438
2034,11266.263
2035,8325.295
2036,18098.34
2037,13740.485
2038,12097.524
2039,3767.647
2040,2601.3157
2041,6768.576
2042,1793.1737
2043,6543.99
2044,5486.1777
2045,3983.1716
2046,11444.674
2047,9221.817
2048,5612.9673
2049,2295.2966
2050,6304.2695
2051,6493.2246
2052,4013.1382
2053,5943.6323
2054,4287.9
2055,5627.9697
2056,10017.167
2057,6267.589
2058,3164.2864
2059,2852.5945
2060,32677.17
2061,10967.065
2062,6502.4204
2063,3314.986
2064,4440.6714
2065,2365.1309
2066,4237.2515
2067,5067.4575
2068,9191.662
2069,3223.196
2070,9218.335
2071,1495.79
2072,5706.664
2073,6062.782
2074,2157.542
2075,5467.401
2076,8299.725
2077,3900.3555
2078,12802.551
2079,2662.4316
2080,6571.8354
2081,6714.319
2082,6165.259
2083,8646.225
2084,13344.16
2085,6793.6523
2086,19616.137
2087,4232.771
2088,5972.905
2089,5222.0615
2090,5837.6616
2091,7347.8413
2092,6384.6836
2093,5531.7104
2094,15764.743
2095,3390.193
2096,14896.435
2097,7320.7954
2098,6064.119
2099,20626.068
2100,5311.4487
2101,3953.5278
2102,7819.881
2103,17226.734
2104,6180.2764
2105,8684.424
2106,4809.696
2107,3755.0232
2108,4841.9683
2109,7394.786
2110,6296.2773
2111,7583.1465
2112,2306.473
2113,22261.512
2114,4459.923
2115,11068.533
2116,7535.5
2117,6731.1157
2118,3869.0276
2119,2504.4668
2120,18540.135
2121,3810.8696
2122,4510.5864
2123,3472.8816
2124,2084.3652
2125,12591.479
2126,7253.406
2127,13299.974
2128,3061.0876
2129,7541.5356
2130,6051.617
2131,5704.1113
2132,4210.52
2133,7650.2427
2134,2680.345
2135,6357.1636
2136,4825.5435
2137,9494.547
2138,11230.377
2139,5900.2417
2140,4499.3984
2141,19369.627
2142,6682.5386
2143,11295.753
2144,2649.1182
2145,6178.2944
2146,2934.3894
2147,7664.6772
2148,5213.322
2149,7044.129
2150,6697.9204
2151,3557.533
2152,6430.456
2153,4775.817
2154,1050.2117
2155,3900.6147
2156,16779.203
2157,2675.7544
2158,6805.702
2159,6228.1143
2160,3892.3625
2161,5733.2524
2162,2678.9407
2163,5737.5146
2164,2566.5017
2165,7623.3447
2166,3611.9297
2167,8562.188
2168,3820.524
2169,3054.1067
2170,3889.709
2171,19324.28
2172,8108.3945
2173,17135.842
2174,6998.5156
2175,7170.0264
2176,4494.634
2177,5605.5903
2178,6767.126
2179,7584.6577
2180,6594.096
2181,3930.5723
2182,6462.6606
2183,7530.2627
2184,9913.9
2185,21029.266
2186,7933.327
2187,7180.8164
2188,12258.342
2189,12308.782
2190,26275.395
2191,4504.223
2192,6648.258
2193,5004.482
2194,10891.783
2195,5242.0483
2196,3431.5864
2197,5271.737
2198,4140.4434
2199,3019.1335
2200,17704.182
2201,20990.533
2202,19076.6
2203,14410.065
2204,2891.5256
2205,6288.9062
2206,8193.896
2207,6036.4595
2208,5003.8857
2209,3399.6833
2210,19143.848
2211,3305.825
2212,7346.7417
2213,13135.972
2214,8321.99
2215,5071.8867
2216,7371.4272
2217,5567.357
2218,4571.6846
2219,7836.7695
2220,1796.5831
2221,5089.4907
2222,11155.483
2223,13578.453
2224,2423.6838
2225,6824.0493
2226,8939.727
2227,3433.3604
2228,7536.619
2229,17076.361
2230,6858.878
2231,7497.594
2232,8878.29
2233,9006.092
2234,7906.7617
2235,4924.058
2236,5897.5
2237,4121.9966
2238,9016.922
2239,10868.934
2240,5858.128
2241,9534.523
2242,9167.704
2243,9723.81
2244,9507.739
2245,6336.705
2246,17323.893
2247,10898.741
2248,18836.34
2249,3485.696
2250,9490.462
2251,3379.6226
2252,12570.535
2253,5574.1846
2254,7787.955
2255,4011.0586
2256,6075.862
2257,6585.5786
2258,19081.621
2259,16102.625
2260,9080.366
2261,10608.993
2262,7931.3223
2263,5070.8267
2264,7015.9746
2265,6534.6846
2266,3228.106
2267,4126.4077
2268,6116.099
2269,3315.6655
2270,9499.584
2271,6959.142
2272,6336.388
2273,1955.1215
2274,10624.561
2275,6301.8784
2276,13253.061
2277,6251.1113
2278,7104.822
2279,6626.593
2280,15736.672
2281,1860.0756
2282,7870.601
2283,6617.665
2284,5056.3706
2285,4345.311
2286,5244.914
2287,4531.6943
2288,7594.4844
2289,13263.914
2290,25105.71
2291,12004.504
2292,10312.684
2293,5905.3843
2294,7924.8125
2295,8064.436
2296,17651.242
2297,4803.884
2298,6588.055
2299,2932.787
2300,11263.149
2301,28096.959
2302,4031.8618
2303,9461.565
2304,9153.8955
2305,3001.3723
2306,11492.225
2307,27362.914
2308,7463.47
2309,3404.1396
2310,9143.471
2311,5798.5967
2312,4188.4443
2313,2832.5098
2314,6078.2637
2315,3312.1484
2316,12799.232
2317,2774.7285
2318,24624.02
2319,2474.9343
2320,5920.6235
2321,17265.818
2322,8554.808
2323,7180.3706
2324,4473.7056
2325,4842.9136
2326,5610.6265
2327,8903.089
2328,5021.479
2329,12122.428
2330,3704.281
2331,4172.477
2332,26988.555
2333,9123.59
2334,23593.66
2335,6681.4795
2336,11019.155
2337,12850.039
2338,3773.5823
2339,7695.071
2340,17672.535
2341,2991.5317
2342,18189.121
2343,4292.0386
2344,3461.2651
2345,7280.3735
2346,13773.363
2347,5740.7983
2348,1270.401
2349,5019.4863
2350,3083.2646
2351,6993.3003
2352,4011.6902
2353,5618.543
2354,3812.972
2355,2307.0657
2356,29917.443
2357,8083.9424
2358,6402.0225
2359,1885.5745
2360,3581.385
2361,7074.7744
2362,5358.1323
2363,24986.61
2364,9147.444
2365,5793.133
2366,6386.996
2367,2372.1511
2368,16017.822
2369,7816.6763
2370,4205.837
2371,9753.714
2372,6943.353
2373,9068.482
2374,18076.943
2375,16848.219
2376,12516.15
2377,6523.789
2378,5028.205
2379,3840.5383
2380,6078.3843
2381,-20.373848
2382,6337.989
2383,5212.2256
2384,14522.603
2385,5399.0923
2386,5310.417
2387,3364.8445
2388,5447.4434
2389,7734.9053
2390,11313.87
2391,24044.668
2392,7371.096
2393,3124.172
2394,5545.445
2395,2107.3718
2396,5548.303
2397,11281.003
2398,18710.285
2399,5417.126
2400,5885.159
2401,3582.2065
2402,22197.637
2403,5385.4897
2404,5313.0796
2405,8507.302
2406,6028.4326
2407,3701.5337
2408,7071.369
2409,18234.268
2410,15377.844
2411,4437.1895
2412,12613.68
2413,8462.276
2414,5433.365
2415,7318.281
2416,6139.468
2417,10996.73
2418,10990.2
2419,4569.582
2420,23465.047
2421,7538.682
2422,21326.81
2423,8304.248
2424,5755.3516
2425,9499.198
2426,17067.646
2427,8205.787
2428,19086.658
2429,4697.6772
2430,3572.213
2431,4604.589
2432,4949.871
2433,6348.223
2434,11327.955
2435,4564.594
2436,15973.337
2437,4023.2566
2438,29345.262
2439,7006.0747
2440,18870.852
2441,5643.354
2442,9135.5625
2443,6329.297
2444,7444.8354
2445,2704.6296
2446,13204.421
2447,10704.732
2448,22105.758
2449,7933.274
2450,12211.722
2451,6570.9136
2452,5612.3105
2453,7039.836
2454,2641.9153
2455,3193.8323
2456,6250.725
2457,5085.0933
2458,11113.038
2459,7464.6113
2460,4978.8906
2461,18980.68
2462,3922.5012
2463,5516.219
2464,25565.78
2465,11944.833
2466,1638.009
2467,9187.508
2468,6407.8564
2469,6082.053
2470,6715.975
2471,5163.7925
2472,6445.3726
2473,6763.439
2474,3449.3594
2475,6935.906
2476,2838.496
2477,18318.041
2478,6575.974
2479,5937.1045
2480,6883.7827
2481,8373.135
2482,14609.896
2483,15819.105
2484,530.36316
2485,8147.243
2486,20045.877
2487,6250.242
2488,1879.3005
2489,10697.215
2490,4428.9004
2491,30346.205
2492,8576.711
2493,6351.841
2494,5526.5303
2495,7466.6973
2496,20864.63
2497,8757.399
2498,8901.18
2499,6829.0723
